Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max
Internal debt,OpenAlex,1,3,1,Academy of Management Journal,2008,2008
Internalization theory,OpenAlex,1,3,1,Academy of Management Journal,2006,2006
Internally displaced person,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017
International Classification of Headache Disorders,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013
Internationalism (politics),OpenAlex,1,3,1,Journal of Applied Psychology,1920,1920
Internet Protocol,OpenAlex,1,3,1,Journal of Management,2021,2021
Interval estimation,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010
Intra-rater reliability,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003
Intranet,OpenAlex,1,3,1,Personnel Psychology,2001,2001
Intrapreneurship,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017
Inventory theory,OpenAlex,1,3,1,Journal of Management,1978,1978
Ionic conductivity,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004
Izod impact strength test,OpenAlex,1,3,1,Journal of Management,2001,2001
Joint attention,OpenAlex,1,3,1,Personnel Psychology,2026,2026
Joint audit,OpenAlex,1,4,1,Journal of Management,2018,2018
Kaizen,OpenAlex,1,3,1,Academy of Management Journal,2019,2019
Keeping up with the Joneses,OpenAlex,1,3,1,Journal of Applied Psychology,2008,2008
Knightian uncertainty,OpenAlex,1,3,1,Academy of Management Journal,2025,2025
Labor contract,OpenAlex,1,3,1,Journal of Management,1987,1987
Labor market segmentation,OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014
Lactation,OpenAlex,1,3,1,Journal of Vocational Behavior,1978,1978
Lawlessness,OpenAlex,1,3,1,Academy of Management Journal,2013,2013
Lawyer supported mediation,OpenAlex,1,5,1,Journal of Applied Psychology,2002,2002
Learning to read,OpenAlex,1,3,1,Applied Psychology: An International Review,2019,2019
Leflunomide,OpenAlex,1,3,1,Journal of Vocational Behavior,1994,1994
Left-wing politics,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Legal writing,OpenAlex,1,3,1,Personnel Psychology,1976,1976
Legislative process,OpenAlex,1,3,1,Academy of Management Journal,1980,1980
Leishmania,OpenAlex,1,3,1,Journal of Applied Psychology,1972,1972
Levels-of-processing effect,OpenAlex,1,3,1,Applied Psychology: An International Review,2009,2009
Lexical access,OpenAlex,1,3,1,Applied Psychology: An International Review,2010,2010
Lexical decision task,OpenAlex,1,3,1,Applied Psychology: An International Review,2010,2010
LIDA,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2026,2026
Lightning (connector),OpenAlex,1,3,1,Journal of Management,2025,2025
Lipolysis,OpenAlex,1,3,1,Journal of Vocational Behavior,2016,2016
Liquefied natural gas,OpenAlex,1,3,1,Journal of Vocational Behavior,2001,2001
Liquidus,OpenAlex,1,3,1,Journal of Vocational Behavior,1995,1995
Livelihood,OpenAlex,1,3,1,Journal of Management,2022,2022
Longitudinal static stability,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025
Low back pain,OpenAlex,1,3,1,Personnel Psychology,2000,2000
Loyalty program,OpenAlex,1,5,1,Journal of Organizational Behavior,2004,2004
Lump sum,OpenAlex,1,3,1,Personnel Psychology,2000,2000
Lymphedema,OpenAlex,1,4,1,Journal of Management,2003,2003
Mammography,OpenAlex,1,4,1,Applied Psychology: An International Review,2025,2025
Management of obesity,OpenAlex,1,4,1,Applied Psychology: An International Review,2020,2020
Manufacturing resource planning,OpenAlex,1,3,1,Journal of Applied Psychology,2001,2001
MAPK/ERK pathway,OpenAlex,1,3,1,Journal of Vocational Behavior,2016,2016
Market capitalization,OpenAlex,1,4,1,Journal of Management,2020,2020
Mass mobilization,OpenAlex,1,3,1,Academy of Management Journal,2022,2022
Mastectomy,OpenAlex,1,4,1,Applied Psychology: An International Review,2021,2021
Mate choice,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006
Maternity care,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935
Meaning of life,OpenAlex,1,3,1,Journal of Vocational Behavior,2015,2015
Medical psychology,OpenAlex,1,3,1,Journal of Applied Psychology,1944,1944
Megafauna,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997
Melody,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934
Melting pot,OpenAlex,1,3,1,Journal of Applied Psychology,2019,2019
Mental chronometry,OpenAlex,1,5,1,Personnel Psychology,2008,2008
Mental distress,OpenAlex,1,3,1,Applied Psychology: An International Review,2024,2024
Mental rotation,OpenAlex,1,3,1,Applied Psychology: An International Review,2011,2011
Mesopic vision,OpenAlex,1,4,1,Journal of Applied Psychology,1953,1953
Metre,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931
Milgram experiment,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Militant,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010
Milk fat,OpenAlex,1,3,1,Journal of Vocational Behavior,1978,1978
Millennium Cohort Study (United States),OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014
Millennium Development Goals,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008
Millon Clinical Multiaxial Inventory,OpenAlex,1,4,1,Journal of Applied Psychology,1944,1944
Miscarriage,OpenAlex,1,3,1,Journal of Vocational Behavior,2023,2023
Mobile technology,OpenAlex,1,3,1,Journal of Organizational Behavior,2002,2002
Monoclinic crystal system,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Monte Carlo molecular modeling,OpenAlex,1,4,1,Journal of Applied Psychology,1981,1981
Mood disorders,OpenAlex,1,3,1,Journal of Applied Psychology,2000,2000
Moral economy,OpenAlex,1,3,1,Academy of Management Journal,2022,2022
Mortgage insurance,OpenAlex,1,4,1,Journal of Applied Psychology,1968,1968
Mortgage underwriting,OpenAlex,1,5,1,Journal of Applied Psychology,1968,1968
Multihoming,OpenAlex,1,4,1,Journal of Management,2021,2021
Multilayer perceptron,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999
Musculoskeletal disorder,OpenAlex,1,4,1,Journal of Applied Psychology,2007,2007
Music industry,OpenAlex,1,3,1,Journal of Management,2026,2026
Musical expression,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935
Musicality,OpenAlex,1,3,1,Journal of Applied Psychology,1933,1933
Narrative psychology,OpenAlex,1,5,1,Journal of Occupational and Organizational Psychology,2011,2011
Narratology,OpenAlex,1,3,1,Journal of Vocational Behavior,2009,2009
National Comorbidity Survey,OpenAlex,1,3,1,Journal of Applied Psychology,2000,2000
National identity,OpenAlex,1,3,1,Academy of Management Journal,2022,2022
Native Hawaiians,OpenAlex,1,4,1,Journal of Applied Psychology,1931,1931
Natural resource management,OpenAlex,1,3,1,Academy of Management Journal,2015,2015
Negative binomial distribution,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008
Negative priming,OpenAlex,1,4,1,Applied Psychology: An International Review,2007,2007
Network governance,OpenAlex,1,3,1,Journal of Management,2018,2018
Neural correlates of consciousness,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015
Neurolaw,OpenAlex,1,5,1,Journal of Management,2011,2011
Neutral stimulus,OpenAlex,1,4,1,Journal of Applied Psychology,1961,1961
New delhi,OpenAlex,1,3,1,Personnel Psychology,2019,2019
New institutionalism,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
New public management,OpenAlex,1,3,1,Academy of Management Journal,2005,2005
Niche segregation,OpenAlex,1,4,1,Journal of Organizational Behavior,2008,2008
Nociception,OpenAlex,1,3,1,Journal of Applied Psychology,1958,1958
Noise exposure,OpenAlex,1,3,1,Journal of Applied Psychology,1933,1933
Noise pollution,OpenAlex,1,3,1,Journal of Applied Psychology,1972,1972
Nonprobability sampling,OpenAlex,1,3,1,Journal of Management,2002,2002
Normal weight,OpenAlex,1,4,1,Journal of Vocational Behavior,2007,2007
Novelty seeking,OpenAlex,1,4,1,Journal of Vocational Behavior,2022,2022
Noxious stimulus,OpenAlex,1,4,1,Journal of Applied Psychology,1958,1958
Numerosity adaptation effect,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971
Nusselt number,OpenAlex,1,4,1,Journal of Vocational Behavior,2012,2012
Observational methods in psychology,OpenAlex,1,3,1,Journal of Applied Psychology,2014,2014
Obstetrics and gynaecology,OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014
Occupational injury,OpenAlex,1,4,1,Journal of Applied Psychology,2008,2008
Occupational science,OpenAlex,1,3,1,Academy of Management Journal,2013,2013
Ocular dominance,OpenAlex,1,3,1,Journal of Applied Psychology,1945,1945
Offshore oil and gas,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2025,2025
Offshore outsourcing,OpenAlex,1,4,1,Journal of Vocational Behavior,2011,2011
Olfactory cues,OpenAlex,1,3,1,Applied Psychology: An International Review,2006,2006
Ontological security,OpenAlex,1,3,1,Academy of Management Journal,2016,2016
Open-ended investment company,OpenAlex,1,4,1,Academy of Management Journal,2009,2009
Operational risk,OpenAlex,1,3,1,Academy of Management Journal,1997,1997
Ophiolite,OpenAlex,1,3,1,Journal of Vocational Behavior,1995,1995
Opioid,OpenAlex,1,3,1,Applied Psychology: An International Review,2018,2018
Orality,OpenAlex,1,3,1,Journal of Vocational Behavior,1981,1981
Orthography,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Outrage,OpenAlex,1,3,1,Journal of Management,2019,2019
Overeating,OpenAlex,1,3,1,Journal of Applied Psychology,2017,2017
Overfitting,OpenAlex,1,3,1,Personnel Psychology,1975,1975
Overtraining,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Pacific islanders,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931
Pack-year,OpenAlex,1,3,1,Journal of Applied Psychology,1982,1982
Palsy,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Panic,OpenAlex,1,3,1,Journal of Applied Psychology,1954,1954
Panic disorder,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Parapsychology,OpenAlex,1,3,1,Journal of Management,2011,2011
Parliament,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2007,2007
Partially sighted,OpenAlex,1,3,1,Journal of Applied Psychology,1943,1943
Particle-size distribution,OpenAlex,1,3,1,Journal of Management,2004,2004
Party-directed mediation,OpenAlex,1,4,1,Journal of Organizational Behavior,2013,2013
Patent infringement,OpenAlex,1,3,1,Journal of Management,2012,2012
Patent law,OpenAlex,1,3,1,Journal of Management,2015,2015
Patent portfolio,OpenAlex,1,3,1,Journal of Management,2012,2012
Patent troll,OpenAlex,1,4,1,Journal of Management,2015,2015
Patient referral,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026
Perceptron,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999
Perpetual inventory,OpenAlex,1,4,1,Journal of Management,1978,1978
Personal account,OpenAlex,1,3,1,Applied Psychology: An International Review,2007,2007
Personal information management,OpenAlex,1,4,1,Academy of Management Journal,1968,1968
Personality profile,OpenAlex,1,4,1,Journal of Vocational Behavior,1977,1977
Personnel economics,OpenAlex,1,3,1,Academy of Management Journal,2006,2006
Phlebotomus,OpenAlex,1,4,1,Journal of Applied Psychology,1972,1972
Phonemic awareness,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005
Physical illness,OpenAlex,1,3,1,Journal of Organizational Behavior,1985,1985
Piece work,OpenAlex,1,3,1,Academy of Management Journal,2007,2007
Pitch accent,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934
Pittsburgh Sleep Quality Index,OpenAlex,1,4,1,Journal of Vocational Behavior,1985,1985
Placebo group,OpenAlex,1,4,1,Journal of Applied Psychology,1992,1992
Plasmapheresis,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Platoon,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003
Politeness theory,OpenAlex,1,3,1,Journal of Applied Psychology,2018,2018
Political capital,OpenAlex,1,3,1,Academy of Management Journal,2015,2015
Political correctness,OpenAlex,1,3,1,Journal of Applied Psychology,2022,2022
Political corruption,OpenAlex,1,3,1,Journal of Management,2023,2023
Political process,OpenAlex,1,3,1,Journal of Management,2016,2016
Political system,OpenAlex,1,4,1,Journal of Management,2012,2012
Polity,OpenAlex,1,3,1,Journal of Vocational Behavior,1988,1988
Polymerase,OpenAlex,1,3,1,Academy of Management Journal,2002,2002
Population mean,OpenAlex,1,3,1,Journal of Applied Psychology,1990,1990
Positive and Negative Syndrome Scale,OpenAlex,1,3,1,Applied Psychology: An International Review,2016,2016
Post-earnings-announcement drift,OpenAlex,1,4,1,Academy of Management Journal,2019,2019
Posterior probability,OpenAlex,1,3,1,Journal of Management,2014,2014
Postpartum period,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020
Postselection,OpenAlex,1,4,1,Personnel Psychology,1952,1952
Power sharing,OpenAlex,1,3,1,Journal of Applied Psychology,1987,1987
Practice of law,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008
Precuneus,OpenAlex,1,3,1,Journal of Management,2013,2013
Prefrontal cortex,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015
Prenatal care,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935
Prisoner's dilemma,OpenAlex,1,3,1,Journal of Management,2025,2025
Privacy by Design,OpenAlex,1,3,1,Journal of Management,2019,2019
Privacy laws of the United States,OpenAlex,1,3,1,Journal of Vocational Behavior,2024,2024
Private equity firm,OpenAlex,1,3,1,Journal of Management,2022,2022
Private equity fund,OpenAlex,1,3,1,Journal of Management,2022,2022
Private equity secondary market,OpenAlex,1,4,1,Journal of Management,2022,2022
Private space,OpenAlex,1,3,1,Personnel Psychology,1972,1972
Privation,OpenAlex,1,4,1,Journal of Applied Psychology,1977,1977
Process dynamics,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025
Process tracing,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2004,2004
Product design,OpenAlex,1,3,1,Academy of Management Journal,2025,2025
Profile of mood states,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Project portfolio management,OpenAlex,1,3,1,Journal of Management,2011,2011
Proofreading,OpenAlex,1,4,1,Academy of Management Journal,2002,2002
Property law,OpenAlex,1,3,1,Journal of Management,2023,2023
Property value,OpenAlex,1,3,1,Journal of Vocational Behavior,2010,2010
Prophylactic Mastectomy,OpenAlex,1,5,1,Applied Psychology: An International Review,2021,2021
Prospective memory,OpenAlex,1,3,1,Applied Psychology: An International Review,2024,2024
Protein turnover,OpenAlex,1,3,1,Journal of Applied Psychology,2001,2001
Provocation test,OpenAlex,1,3,1,Personnel Psychology,1990,1990
Proxy voting,OpenAlex,1,5,1,Journal of Management,2016,2016
Pseudoword,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005
Public discourse,OpenAlex,1,3,1,Journal of Organizational Behavior,2025,2025
Public property,OpenAlex,1,3,1,Journal of Management,2023,2023
Publish or perish,OpenAlex,1,3,1,Academy of Management Journal,2007,2007
Pulse (music),OpenAlex,1,3,1,Journal of Applied Psychology,1940,1940
Pupillary response,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971
Pure tone,OpenAlex,1,3,1,Journal of Applied Psychology,1965,1965
Quality of evidence,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999
Quality of Life Research,OpenAlex,1,3,1,Journal of Management,2026,2026
Queer theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2023,2023
Race to the bottom,OpenAlex,1,3,1,Academy of Management Journal,2009,2009
Race to the Top,OpenAlex,1,3,1,Academy of Management Journal,2009,2009
Radar detection,OpenAlex,1,3,1,Journal of Applied Psychology,1964,1964
Radicalization,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021
Random graph,OpenAlex,1,3,1,Journal of Management,2014,2014
Ratchet,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006
Ratchet effect,OpenAlex,1,4,1,Journal of Organizational Behavior,2006,2006
Rational analysis,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010
Read aloud,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005
Reading disability,OpenAlex,1,4,1,Journal of Applied Psychology,1923,1923
Reading level,OpenAlex,1,3,1,Applied Psychology: An International Review,2026,2026
Reclaimed water,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971
Recombination,OpenAlex,1,3,1,Journal of Management,2021,2021
Reconstructive memory,OpenAlex,1,5,1,Journal of Applied Psychology,1996,1996
Recourse debt,OpenAlex,1,5,1,Academy of Management Journal,2008,2008
Rectification,OpenAlex,1,3,1,Academy of Management Journal,2026,2026
Regression dilution,OpenAlex,1,4,1,Journal of Applied Psychology,1986,1986
Regular grid,OpenAlex,1,3,1,Journal of Vocational Behavior,1996,1996
Rehabilitation counseling,OpenAlex,1,3,1,Journal of Applied Psychology,1951,1951
