Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Particle-size distribution,OpenAlex,1,3,1,Journal of Management,2004,2004,False,0
Party-directed mediation,OpenAlex,1,4,1,Journal of Organizational Behavior,2013,2013,False,1
Patent infringement,OpenAlex,1,3,1,Journal of Management,2012,2012,False,0
Patent law,OpenAlex,1,3,1,Journal of Management,2015,2015,False,0
Patent portfolio,OpenAlex,1,3,1,Journal of Management,2012,2012,False,0
Patent troll,OpenAlex,1,4,1,Journal of Management,2015,2015,False,0
Patient referral,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026,False,0
Perceptron,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999,False,0
Perpetual inventory,OpenAlex,1,4,1,Journal of Management,1978,1978,False,0
Personal account,OpenAlex,1,3,1,Applied Psychology: An International Review,2007,2007,False,1
Personal information management,OpenAlex,1,4,1,Academy of Management Journal,1968,1968,False,1
Personality profile,OpenAlex,1,4,1,Journal of Vocational Behavior,1977,1977,False,0
Personnel economics,OpenAlex,1,3,1,Academy of Management Journal,2006,2006,False,0
Phlebotomus,OpenAlex,1,4,1,Journal of Applied Psychology,1972,1972,False,0
Phonemic awareness,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005,False,0
Physical illness,OpenAlex,1,3,1,Journal of Organizational Behavior,1985,1985,False,1
Piece work,OpenAlex,1,3,1,Academy of Management Journal,2007,2007,False,0
Pitch accent,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934,False,0
Pittsburgh Sleep Quality Index,OpenAlex,1,4,1,Journal of Vocational Behavior,1985,1985,False,0
Placebo group,OpenAlex,1,4,1,Journal of Applied Psychology,1992,1992,False,0
Plasmapheresis,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Platoon,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003,False,0
Politeness theory,OpenAlex,1,3,1,Journal of Applied Psychology,2018,2018,False,0
Political capital,OpenAlex,1,3,1,Academy of Management Journal,2015,2015,False,0
Political correctness,OpenAlex,1,3,1,Journal of Applied Psychology,2022,2022,False,1
Political corruption,OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
Political process,OpenAlex,1,3,1,Journal of Management,2016,2016,False,0
Political system,OpenAlex,1,4,1,Journal of Management,2012,2012,False,0
Polity,OpenAlex,1,3,1,Journal of Vocational Behavior,1988,1988,False,1
Polymerase,OpenAlex,1,3,1,Academy of Management Journal,2002,2002,False,0
Population mean,OpenAlex,1,3,1,Journal of Applied Psychology,1990,1990,False,0
Positive and Negative Syndrome Scale,OpenAlex,1,3,1,Applied Psychology: An International Review,2016,2016,False,0
Post-earnings-announcement drift,OpenAlex,1,4,1,Academy of Management Journal,2019,2019,False,0
Posterior probability,OpenAlex,1,3,1,Journal of Management,2014,2014,False,0
Postpartum period,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020,False,0
Postselection,OpenAlex,1,4,1,Personnel Psychology,1952,1952,False,0
Power sharing,OpenAlex,1,3,1,Journal of Applied Psychology,1987,1987,False,0
Practice of law,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008,False,0
Precuneus,OpenAlex,1,3,1,Journal of Management,2013,2013,False,0
Prefrontal cortex,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015,False,0
Prenatal care,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935,False,0
Prisoner's dilemma,OpenAlex,1,3,1,Journal of Management,2025,2025,False,0
Privacy by Design,OpenAlex,1,3,1,Journal of Management,2019,2019,False,0
Privacy laws of the United States,OpenAlex,1,3,1,Journal of Vocational Behavior,2024,2024,False,0
Private equity firm,OpenAlex,1,3,1,Journal of Management,2022,2022,False,0
Private equity fund,OpenAlex,1,3,1,Journal of Management,2022,2022,False,0
Private equity secondary market,OpenAlex,1,4,1,Journal of Management,2022,2022,False,0
Private space,OpenAlex,1,3,1,Personnel Psychology,1972,1972,False,0
Privation,OpenAlex,1,4,1,Journal of Applied Psychology,1977,1977,False,0
Process dynamics,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025,False,1
Process tracing,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2004,2004,False,0
Product design,OpenAlex,1,3,1,Academy of Management Journal,2025,2025,False,0
Profile of mood states,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Project portfolio management,OpenAlex,1,3,1,Journal of Management,2011,2011,False,0
Proofreading,OpenAlex,1,4,1,Academy of Management Journal,2002,2002,False,0
Property law,OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
Property value,OpenAlex,1,3,1,Journal of Vocational Behavior,2010,2010,False,0
Prophylactic Mastectomy,OpenAlex,1,5,1,Applied Psychology: An International Review,2021,2021,False,0
Prospective memory,OpenAlex,1,3,1,Applied Psychology: An International Review,2024,2024,False,0
Protein turnover,OpenAlex,1,3,1,Journal of Applied Psychology,2001,2001,False,0
Provocation test,OpenAlex,1,3,1,Personnel Psychology,1990,1990,False,0
Proxy voting,OpenAlex,1,5,1,Journal of Management,2016,2016,False,0
Pseudoword,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005,False,0
Public discourse,OpenAlex,1,3,1,Journal of Organizational Behavior,2025,2025,False,1
Public property,OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
Publish or perish,OpenAlex,1,3,1,Academy of Management Journal,2007,2007,False,0
Pulse (music),OpenAlex,1,3,1,Journal of Applied Psychology,1940,1940,False,0
Pupillary response,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971,False,0
Pure tone,OpenAlex,1,3,1,Journal of Applied Psychology,1965,1965,False,0
Quality of evidence,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999,False,0
Quality of Life Research,OpenAlex,1,3,1,Journal of Management,2026,2026,False,0
Quantum entanglement,OpenAlex,1,3,1,Personnel Psychology,1952,1952,False,0
Queer theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2023,2023,False,0
Race to the bottom,OpenAlex,1,3,1,Academy of Management Journal,2009,2009,False,0
Race to the Top,OpenAlex,1,3,1,Academy of Management Journal,2009,2009,False,0
Radar detection,OpenAlex,1,3,1,Journal of Applied Psychology,1964,1964,False,0
Radicalization,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021,False,2
Random graph,OpenAlex,1,3,1,Journal of Management,2014,2014,False,0
Ratchet,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006,False,0
Ratchet effect,OpenAlex,1,4,1,Journal of Organizational Behavior,2006,2006,False,0
Rational analysis,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010,False,0
Read aloud,OpenAlex,1,3,1,Applied Psychology: An International Review,2005,2005,False,0
Reading disability,OpenAlex,1,4,1,Journal of Applied Psychology,1923,1923,False,0
Reading level,OpenAlex,1,3,1,Applied Psychology: An International Review,2026,2026,False,0
Reclaimed water,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971,False,0
Recombination,OpenAlex,1,3,1,Journal of Management,2021,2021,False,0
Reconstructive memory,OpenAlex,1,5,1,Journal of Applied Psychology,1996,1996,False,0
Recourse debt,OpenAlex,1,5,1,Academy of Management Journal,2008,2008,False,0
Rectification,OpenAlex,1,3,1,Academy of Management Journal,2026,2026,False,0
Regression dilution,OpenAlex,1,4,1,Journal of Applied Psychology,1986,1986,False,0
Regular grid,OpenAlex,1,3,1,Journal of Vocational Behavior,1996,1996,False,0
Rehabilitation counseling,OpenAlex,1,3,1,Journal of Applied Psychology,1951,1951,False,0
Reification (Marxism),OpenAlex,1,3,1,Journal of Vocational Behavior,1986,1986,False,0
Reign,OpenAlex,1,3,1,Personnel Psychology,1948,1948,False,0
Relational model,OpenAlex,1,3,1,Journal of Vocational Behavior,2010,2010,False,0
Rendezvous,OpenAlex,1,3,1,Journal of Management,2014,2014,False,0
Renewable resource,OpenAlex,1,3,1,Academy of Management Journal,2015,2015,False,0
Reproductive rights,OpenAlex,1,4,1,Journal of Applied Psychology,2025,2025,False,0
Research council,OpenAlex,1,3,1,Journal of Applied Psychology,1954,1954,False,0
Research data,OpenAlex,1,3,1,Journal of Management,2015,2015,False,0
Research development,OpenAlex,1,3,1,Journal of Management,1993,1993,False,0
Reservation wage,OpenAlex,1,3,1,Journal of Vocational Behavior,2015,2015,False,0
Resist,OpenAlex,1,3,1,Journal of Management,2024,2024,False,0
Resizing,OpenAlex,1,3,1,Personnel Psychology,1969,1969,False,0
Resource productivity,OpenAlex,1,3,1,Journal of Management,2005,2005,False,0
Return on equity,OpenAlex,1,3,1,Journal of Management,1986,1986,False,0
Reversion,OpenAlex,1,4,1,Journal of Management,2021,2021,False,0
Reynolds number,OpenAlex,1,3,1,Journal of Vocational Behavior,2012,2012,False,0
Rhetorical device,OpenAlex,1,3,1,Journal of Management,2018,2018,False,0
Right wing,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Risk-adjusted return on capital,OpenAlex,1,5,1,Academy of Management Journal,1989,1989,False,0
Ritz method,OpenAlex,1,3,1,Academy of Management Journal,2008,2008,False,0
Rod,OpenAlex,1,3,1,Journal of Management,2003,2003,False,0
Rural population,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,1992,1992,False,0
SABR volatility model,OpenAlex,1,4,1,Journal of Applied Psychology,1957,1957,False,0
Safety management systems,OpenAlex,1,3,1,Journal of Applied Psychology,2005,2005,False,0
Salt lake,OpenAlex,1,3,1,Personnel Psychology,2014,2014,False,0
Sampling design,OpenAlex,1,3,1,Personnel Psychology,1983,1983,False,0
Saturated calomel electrode,OpenAlex,1,5,1,Applied Psychology: An International Review,2004,2004,False,0
Scientific misconduct,OpenAlex,1,3,1,Journal of Management,2024,2024,False,1
Scientific publishing,OpenAlex,1,3,1,Academy of Management Journal,2022,2022,False,0
Scopus,OpenAlex,1,3,1,Journal of Vocational Behavior,1989,1989,False,85
Scotopic vision,OpenAlex,1,3,1,Journal of Applied Psychology,1953,1953,False,0
Sedimentary depositional environment,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997,False,0
Selectivity,OpenAlex,1,3,1,Journal of Applied Psychology,1933,1933,False,0
Self care,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2021,2021,False,0
Self worth,OpenAlex,1,3,1,Journal of Applied Psychology,2009,2009,False,0
Self-insurance,OpenAlex,1,4,1,Applied Psychology: An International Review,2021,2021,False,0
Self-justification,OpenAlex,1,3,1,Journal of Applied Psychology,2010,2010,False,0
Semantic interoperability,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2023,2023,False,0
Semantic relation,OpenAlex,1,3,1,Journal of Applied Psychology,1967,1967,False,0
Sequential game,OpenAlex,1,3,1,Academy of Management Journal,1958,1958,False,0
Serial reaction time,OpenAlex,1,3,1,Applied Psychology: An International Review,2011,2011,False,0
Serotonin transporter,OpenAlex,1,4,1,Journal of Applied Psychology,2011,2011,False,0
Service management,OpenAlex,1,4,1,Journal of Management,2020,2020,False,1
Service organization,OpenAlex,1,3,1,Journal of Organizational Behavior,2007,2007,False,0
Service robot,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020,False,0
Service system,OpenAlex,1,3,1,Journal of Applied Psychology,2010,2010,False,0
Service-dominant logic,OpenAlex,1,3,1,Journal of Management,2022,2022,False,0
Services marketing,OpenAlex,1,3,1,Journal of Management,2014,2014,False,1
Sex education,OpenAlex,1,3,1,Journal of Applied Psychology,1923,1923,False,0
Sex therapy,OpenAlex,1,3,1,Journal of Applied Psychology,1954,1954,False,0
Sex work,OpenAlex,1,3,1,Journal of Vocational Behavior,2015,2015,False,2
Sexual arousal,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971,False,0
Sexual differentiation,OpenAlex,1,3,1,Journal of Vocational Behavior,1987,1987,False,0
Sexual intercourse,OpenAlex,1,3,1,Journal of Applied Psychology,2009,2009,False,1
Sexualization,OpenAlex,1,3,1,Journal of Organizational Behavior,2023,2023,False,2
Share price,OpenAlex,1,3,1,Journal of Management,1987,1987,False,0
Shareholder primacy,OpenAlex,1,4,1,Journal of Management,2025,2025,False,0
Shipyard,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2005,2005,False,0
Shrinkage estimator,OpenAlex,1,5,1,Journal of Applied Psychology,2023,2023,False,0
Sidestream smoke,OpenAlex,1,3,1,Journal of Applied Psychology,1973,1973,False,0
Silicon valley,OpenAlex,1,3,1,Academy of Management Journal,2018,2018,False,0
Simulation theory of empathy,OpenAlex,1,3,1,Journal of Organizational Behavior,2018,2018,False,0
Simulations and games in economics education,OpenAlex,1,4,1,Academy of Management Journal,1958,1958,False,0
Simulator sickness,OpenAlex,1,3,1,Journal of Applied Psychology,1968,1968,False,0
Single currency,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002,False,0
Six Sigma,OpenAlex,1,3,1,Academy of Management Journal,1969,1969,False,1
Sleep hygiene,OpenAlex,1,4,1,Applied Psychology: An International Review,2013,2013,False,1
Sleep restriction,OpenAlex,1,4,1,Journal of Applied Psychology,2023,2023,False,0
Smothering,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2024,2024,False,0
Sobel operator,OpenAlex,1,5,1,Personnel Psychology,1970,1970,False,0
Sobel test,OpenAlex,1,3,1,Journal of Vocational Behavior,2003,2003,False,1
Sobol sequence,OpenAlex,1,3,1,Personnel Psychology,2008,2008,False,0
Social contract,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006,False,2
Social determinants of health,OpenAlex,1,3,1,Journal of Applied Psychology,2018,2018,False,0
Social heuristics,OpenAlex,1,4,1,Journal of Organizational Behavior,2014,2014,False,0
Social impact,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026,False,0
Social intuitionism,OpenAlex,1,4,1,Journal of Applied Psychology,2007,2007,False,0
Social media analytics,OpenAlex,1,3,1,Journal of Management,2026,2026,False,0
Social movement theory,OpenAlex,1,4,1,Academy of Management Journal,2018,2018,False,0
Social needs,OpenAlex,1,3,1,Journal of Vocational Behavior,1982,1982,False,3
Social norms approach,OpenAlex,1,3,1,Journal of Applied Psychology,2016,2016,False,1
Social rejection,OpenAlex,1,3,1,Journal of Applied Psychology,2014,2014,False,0
Social stigma,OpenAlex,1,3,1,Academy of Management Journal,2026,2026,False,1
Social transformation,OpenAlex,1,3,1,Academy of Management Journal,2026,2026,False,0
Social unrest,OpenAlex,1,3,1,Academy of Management Journal,1968,1968,False,1
Sociocultural perspective,OpenAlex,1,3,1,Journal of Management,2014,2014,False,0
Soft power,OpenAlex,1,3,1,Journal of Management,2015,2015,False,0
Solid waste management,OpenAlex,1,3,1,Journal of Applied Psychology,1974,1974,False,0
Somatization,OpenAlex,1,3,1,Journal of Organizational Behavior,1992,1992,False,0
Sovereign wealth fund,OpenAlex,1,3,1,Academy of Management Journal,2017,2017,False,0
Speech perception,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002,False,0
Spiritualism,OpenAlex,1,3,1,Journal of Applied Psychology,1921,1921,False,0
Standard Model (mathematical formulation),OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
State policy,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026,False,0
Statistical evidence,OpenAlex,1,3,1,Journal of Applied Psychology,1989,1989,False,0
Statistical population,OpenAlex,1,3,1,Applied Psychology: An International Review,2022,2022,False,1
Stepping stone,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2008,2008,False,0
Sterilization (economics),OpenAlex,1,4,1,Journal of Applied Psychology,1928,1928,False,0
Stimulus control,OpenAlex,1,3,1,Journal of Applied Psychology,1961,1961,False,1
Stochastic volatility,OpenAlex,1,3,1,Journal of Applied Psychology,1957,1957,False,0
Strategic information system,OpenAlex,1,4,1,Academy of Management Journal,1969,1969,False,0
Strategic sourcing,OpenAlex,1,4,1,Journal of Management,2011,2011,False,0
Strictly standardized mean difference,OpenAlex,1,3,1,Journal of Applied Psychology,2005,2005,False,0
Strong consistency,OpenAlex,1,3,1,Journal of Vocational Behavior,1989,1989,False,0
Structural approach,OpenAlex,1,3,1,Journal of Management,1991,1991,False,4
Structural capital,OpenAlex,1,5,1,Academy of Management Journal,2005,2005,False,0
Structural inequality,OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
Student achievement,OpenAlex,1,3,1,Journal of Applied Psychology,1954,1954,False,0
Student debt,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020,False,0
Student loan,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020,False,0
Subject-matter expert,OpenAlex,1,3,1,Journal of Vocational Behavior,2003,2003,False,7
Subjective constancy,OpenAlex,1,3,1,Journal of Applied Psychology,1939,1939,False,0
Substance abuse prevention,OpenAlex,1,3,1,Academy of Management Journal,2005,2005,False,0
Substance abuse treatment,OpenAlex,1,3,1,Academy of Management Journal,2005,2005,False,1
Subversion,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,1998,1998,False,0
Suicide attempt,OpenAlex,1,4,1,Applied Psychology: An International Review,2005,2005,False,0
