Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
White (mutation),OpenAlex,Personnel Psychology,1981,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1990,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1991,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1997,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,2001,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,2004,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,2008,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,2012,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,2013,3,1,Tier_1_Core_IO,False,
White spaces,OpenAlex,Journal of Applied Psychology,1926,4,1,Tier_1_Core_IO,False,
Whiting,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Willingness to accept,OpenAlex,Journal of Applied Psychology,2009,3,1,Tier_1_Core_IO,False,
Willingness to accept,OpenAlex,Journal of Management,2003,3,1,Tier_2_Broad_Adjacent,False,
Willingness to accept,OpenAlex,Journal of Organizational Behavior,1992,3,1,Tier_1_Core_IO,False,
Willingness to accept,OpenAlex,Journal of Vocational Behavior,2000,3,1,Tier_2_Broad_Adjacent,False,
Willingness to accept,OpenAlex,Journal of Vocational Behavior,2004,3,1,Tier_2_Broad_Adjacent,False,
Willingness to accept,OpenAlex,Journal of Vocational Behavior,2008,3,1,Tier_2_Broad_Adjacent,False,
Willingness to accept,OpenAlex,Personnel Psychology,1988,3,1,Tier_1_Core_IO,False,
Wine tasting,OpenAlex,Journal of Applied Psychology,1951,3,1,Tier_1_Core_IO,False,
Winemaking,OpenAlex,Applied Psychology: An International Review,2006,3,1,Tier_2_Broad_Adjacent,False,
Witt vector,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Women entrepreneurs,OpenAlex,Journal of Management,2017,3,1,Tier_2_Broad_Adjacent,False,
Women entrepreneurs,OpenAlex,Journal of Management,2024,3,1,Tier_2_Broad_Adjacent,False,
Women entrepreneurs,OpenAlex,Journal of Management,2025,3,1,Tier_2_Broad_Adjacent,False,
Women entrepreneurs,OpenAlex,Journal of Organizational Behavior,1987,3,1,Tier_1_Core_IO,False,
Women of color,OpenAlex,Journal of Applied Psychology,2023,3,1,Tier_1_Core_IO,False,
Women of color,OpenAlex,Journal of Vocational Behavior,2018,3,1,Tier_2_Broad_Adjacent,False,
Women's work,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Word lists by frequency,OpenAlex,Applied Psychology: An International Review,2010,3,1,Tier_2_Broad_Adjacent,False,
Word lists by frequency,OpenAlex,Journal of Applied Psychology,1949,3,1,Tier_1_Core_IO,False,
Word recognition,OpenAlex,Applied Psychology: An International Review,2020,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Academy of Management Journal,1985,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Academy of Management Journal,1998,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Academy of Management Journal,2014,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Academy of Management Journal,2017,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Academy of Management Journal,2025,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Applied Psychology,1973,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,1998,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2006,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2008,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2013,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2020,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2022,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Management,2011,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Management,2012,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Management,2014,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Occupational and Organizational Psychology,2009,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Occupational and Organizational Psychology,2018,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Occupational and Organizational Psychology,2022,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Occupational and Organizational Psychology,2023,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,1998,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,2017,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,2024,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,2025,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Organizational Behavior,2026,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,1978,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,1983,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,1987,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,1993,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,2009,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,2016,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,2017,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,2019,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Journal of Vocational Behavior,2026,3,1,Tier_2_Broad_Adjacent,False,
Work behavior,OpenAlex,Personnel Psychology,1996,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Personnel Psychology,2022,3,1,Tier_1_Core_IO,False,
Work behavior,OpenAlex,Personnel Psychology,2025,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Academy of Management Journal,2010,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2017,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2022,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2025,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Academy of Management Journal,2026,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Applied Psychology: An International Review,2022,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Applied Psychology: An International Review,2023,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Applied Psychology: An International Review,2024,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2003,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2008,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2012,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2014,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2022,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2023,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2024,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Management,2002,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2010,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2011,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2016,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2017,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2019,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2020,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2021,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Management,2022,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2004,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2011,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2018,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2024,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Occupational and Organizational Psychology,2026,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2004,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2009,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2011,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2012,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2014,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2019,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2021,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Organizational Behavior,2026,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2005,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2007,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2020,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2024,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Journal of Vocational Behavior,2026,3,1,Tier_2_Broad_Adjacent,False,
Work engagement,OpenAlex,Personnel Psychology,2011,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Personnel Psychology,2013,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Personnel Psychology,2015,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Personnel Psychology,2021,3,1,Tier_1_Core_IO,False,
Work engagement,OpenAlex,Personnel Psychology,2025,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Academy of Management Journal,1975,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Academy of Management Journal,1977,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Academy of Management Journal,2020,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Academy of Management Journal,2025,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Applied Psychology,1950,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Applied Psychology,1975,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Applied Psychology,1976,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Applied Psychology,1990,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Applied Psychology,1992,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Applied Psychology,2018,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Management,1994,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Occupational and Organizational Psychology,2005,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Occupational and Organizational Psychology,2008,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Occupational and Organizational Psychology,2021,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Organizational Behavior,1992,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Organizational Behavior,2014,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1973,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1976,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1980,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1986,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,1991,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2001,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2005,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2010,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2013,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2017,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2024,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Journal of Vocational Behavior,2026,3,1,Tier_2_Broad_Adjacent,False,
Work environment,OpenAlex,Personnel Psychology,1980,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Personnel Psychology,2024,3,1,Tier_1_Core_IO,False,
Work environment,OpenAlex,Personnel Psychology,2025,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Academy of Management Journal,1978,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Applied Psychology,1975,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Applied Psychology,2010,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1984,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1986,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1988,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1990,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1992,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Organizational Behavior,1999,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,2002,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,2004,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Journal of Vocational Behavior,2013,3,1,Tier_2_Broad_Adjacent,False,
Work ethic,OpenAlex,Personnel Psychology,1977,3,1,Tier_1_Core_IO,False,
Work ethic,OpenAlex,Personnel Psychology,1997,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Academy of Management Journal,2005,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Academy of Management Journal,2026,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Journal of Applied Psychology,2021,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Journal of Management,1986,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Management,2018,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Occupational and Organizational Psychology,1992,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Journal of Organizational Behavior,1991,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Journal of Vocational Behavior,1973,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,1981,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,2013,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Journal of Vocational Behavior,2023,3,1,Tier_2_Broad_Adjacent,False,
Work experience,OpenAlex,Personnel Psychology,2011,3,1,Tier_1_Core_IO,False,
Work experience,OpenAlex,Personnel Psychology,2019,3,1,Tier_1_Core_IO,False,
Work force,OpenAlex,Journal of Management,1992,3,1,Tier_2_Broad_Adjacent,False,
Work force,OpenAlex,Journal of Vocational Behavior,2025,3,1,Tier_2_Broad_Adjacent,False,
Work force,OpenAlex,Personnel Psychology,1982,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Academy of Management Journal,2000,3,1,Tier_2_Broad_Adjacent,False,
Work hours,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Journal of Applied Psychology,2026,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Journal of Management,2007,3,1,Tier_2_Broad_Adjacent,False,
Work hours,OpenAlex,Journal of Occupational and Organizational Psychology,1998,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Journal of Occupational and Organizational Psychology,2014,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Journal of Occupational and Organizational Psychology,2026,3,1,Tier_1_Core_IO,False,
Work hours,OpenAlex,Journal of Organizational Behavior,2008,3,1,Tier_1_Core_IO,False,
